level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
lpsr,,,0.15773482711996173,0.15773482711996173,0.1232995528594937,0.1232995528594937,main
mutation_base,,,0.07975131283604152,0.07975131283604152,0.06841691871974635,0.06841691871974635,main
mutation_base,lpsr,,0.06647310552094993,0.3039592454769532,0.046785748757799964,0.1485794916670082,pairwise
mutation_reference,,,0.06575095718079553,0.06575095718079553,0.06753817946698022,0.06753817946698022,main
mutation_reference,lpsr,,0.04628122032770582,0.26976700462846304,0.04928366339391744,0.11270258624186934,pairwise
mutation_n_comps,,,0.04238765229961523,0.04238765229961523,0.05356640355099857,0.05356640355099857,main
mutation_base,mutation_reference,,0.04140484631828996,0.186907116335127,0.04877200716217269,0.11022945975731854,pairwise
mutation_base,mutation_reference,lpsr,0.03562178340806568,0.49301805271181026,0.03411507820685876,0.13874980077038918,triple
mutation_reference,use_archive,,0.031151473997741524,0.1211922211718829,0.038821807644868464,0.10333559231356768,pairwise
mutation_n_comps,lpsr,,0.02434294920920716,0.22446542862878413,0.023138515334705942,0.1435329633037447,pairwise
use_archive,,,0.024289789993345853,0.024289789993345853,0.03758923384326535,0.03758923384326535,main
mutation_base,mutation_n_comps,,0.020550803777147877,0.14268976891280463,0.02369092657202666,0.09778800095160309,pairwise
use_archive,lpsr,,0.0195989517100154,0.201623568823323,0.024049868010076116,0.12933864962725575,pairwise
crossover,,,0.019574180232794492,0.019574180232794492,0.03613706946052568,0.03613706946052568,main
mutation_reference,use_archive,lpsr,0.017360661819609564,0.36216788214917534,0.016773441493458552,0.13319063840126086,triple
mutation_base,mutation_reference,use_archive,0.015373977878129727,0.27235337591882197,0.018446337280506226,0.13726952036885337,triple
mutation_base,use_archive,,0.014631017714477836,0.11867212054386521,0.017117487173862137,0.07282255714977964,pairwise
adaptation_method,,,0.013045127755301353,0.013045127755301353,0.022908599070403206,0.022908599070403206,main
mutation_base,mutation_n_comps,lpsr,0.012036476896590946,0.40327712765951446,0.014027336707523815,0.1674370545038456,triple
