level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
lpsr,,,0.6912809178112042,0.6912809178112042,0.22543782020606626,0.22543782020606626,main
mutation_base,,,0.04076789550319836,0.04076789550319836,0.06254655525021867,0.06254655525021867,main
mutation_n_comps,,,0.039602741361212786,0.039602741361212786,0.06132389717253256,0.06132389717253256,main
mutation_base,lpsr,,0.025668662455201285,0.7577174757696038,0.04355830463191487,0.19389466086551252,pairwise
mutation_n_comps,lpsr,,0.025559991273256175,0.7564436504456734,0.058773933605961906,0.19571152767718544,pairwise
mutation_reference,,,0.025102968745689264,0.025102968745689264,0.05928195741851814,0.05928195741851814,main
mutation_base,mutation_reference,,0.020640258249966483,0.08651112249885412,0.02487459951144397,0.11120130109318907,pairwise
mutation_reference,lpsr,,0.012869095455833993,0.7292529820127274,0.029630085789752347,0.2020659112248557,pairwise
mutation_base,mutation_n_comps,,0.00758493260283791,0.08795556946724906,0.01129293581228681,0.09599359552315763,pairwise
adaptation_method,,,0.007092177302610086,0.007092177302610086,0.017851069729931456,0.017851069729931456,main
mutation_base,mutation_reference,lpsr,0.006364718923840064,0.8226945171449337,0.007621293836660145,0.16499337627169694,triple
mutation_reference,use_archive,,0.005631939154442053,0.03461132649510285,0.010364681224512107,0.06552731571637266,pairwise
mutation_reference,mutation_n_comps,,0.004461041746620162,0.06916675185352221,0.006875410605447245,0.08665096754405714,pairwise
mutation_base,mutation_n_comps,lpsr,0.0044006245681410625,0.8348657655750519,0.010034228644025978,0.15155768857083202,triple
mutation_base,mutation_reference,mutation_n_comps,0.00407411988819386,0.14223395809771883,0.0063247958392101955,0.1410170256074307,triple
adaptation_method,lpsr,,0.004005837678402538,0.7023789327922167,0.01386549915431877,0.21812168695774684,pairwise
use_archive,,,0.003876418594971525,0.003876418594971525,0.01569518293877195,0.01569518293877195,main
mutation_n_comps,use_archive,,0.003738988270574496,0.047218148226758815,0.00898223822058811,0.06628158221002754,pairwise
mutation_reference,adaptation_method,,0.003524791805047477,0.03571993785334683,0.008569422911120509,0.06478686115808155,pairwise
mutation_base,adaptation_method,,0.0031373506373933895,0.05099742344320185,0.0059909104104645524,0.0678081313105418,pairwise
crossover,lpsr,,0.002788342794935345,0.695044159922368,0.015352575159974152,0.22522821512426372,pairwise
mutation_n_comps,adaptation_method,,0.00276734839523805,0.04946226705906093,0.012368958151403245,0.06804310878638524,pairwise
mutation_base,use_archive,,0.0024317188224331674,0.047076032920603056,0.003660696635804868,0.06568505220129134,pairwise
mutation_reference,use_archive,lpsr,0.0023861656435797086,0.7435177412127844,0.0029108825825063214,0.19313969705766268,triple
use_archive,lpsr,,0.002370235807063568,0.6975275722132394,0.006734432913572684,0.22028723809359949,pairwise
mutation_base,mutation_reference,adaptation_method,0.0022296084882962347,0.10249505073220133,0.004079833757526621,0.11872722892326229,triple
mutation_reference,mutation_n_comps,lpsr,0.0020796457464659244,0.8009564021402825,0.004299169357918809,0.16068374028314475,triple
mutation_base,mutation_reference,use_archive,0.0017626672108238472,0.1002138662815247,0.0018919203197622979,0.11988687208151132,triple
mutation_reference,adaptation_method,lpsr,0.001752237375297965,0.7456280261740856,0.005984369024731041,0.19202745610192937,triple
mutation_reference,mutation_n_comps,use_archive,0.0016467902217578976,0.08406088809526818,0.0027363148855020355,0.09608878566809122,triple
mutation_n_comps,adaptation_method,lpsr,0.0016407335045703433,0.7719497473264942,0.006253577840537558,0.18372854995692092,triple
mutation_base,crossover,,0.0015574030896157677,0.0433001979090427,0.005882304247500564,0.06373113337664531,pairwise
mutation_base,mutation_n_comps,adaptation_method,0.0015469956892442268,0.10249944149173483,0.003413364179488986,0.10497377869844432,triple
mutation_base,mutation_n_comps,use_archive,0.001508126872713255,0.09951082202794152,0.002337031672269119,0.10259994737883259,triple
mutation_n_comps,use_archive,lpsr,0.0014730718056017097,0.7679023649238843,0.004503168835711014,0.1860684880388,triple
mutation_reference,mutation_n_comps,adaptation_method,0.0013849147116157823,0.08393598406803361,0.0031627944331276397,0.09517478063728506,triple
mutation_base,crossover,lpsr,0.0012041914851851608,0.7642423124555688,0.004120081916054912,0.1931411487515131,triple
mutation_base,adaptation_method,lpsr,0.0010764168870918127,0.7730292582751018,0.0016355550156759429,0.1832047459135901,triple
mutation_base,use_archive,lpsr,0.0010619089895649743,0.7674577579836369,0.0011087159730640245,0.18657899867374392,triple
crossover,,,0.0009748993162285737,0.0009748993162285737,0.0018367243209194727,0.0018367243209194727,main
mutation_base,mutation_reference,crossover,0.0009518819042188746,0.09081080209034192,0.0015827728316645195,0.11313389332760929,triple
mutation_reference,crossover,,0.0008154952814245633,0.026893363343342403,0.002294254030901764,0.05978517700410004,pairwise
mutation_reference,use_archive,adaptation_method,0.0007978550212776706,0.04663293816517778,0.00228572157078958,0.07397841232110852,triple
use_archive,adaptation_method,,0.0006067875411397017,0.011575383438721311,0.001404685884906799,0.029010013478534474,pairwise
mutation_base,mutation_n_comps,crossover,0.0005443803036592096,0.09154225269728063,0.0013671600307064628,0.09795878687281996,triple
mutation_base,use_archive,adaptation_method,0.0005250259150210056,0.05843737431676724,0.0008330792704587162,0.07313817294600869,triple
mutation_reference,crossover,lpsr,0.0005148464385034684,0.7343465658438195,0.0015236912313060166,0.20066122732537656,triple
mutation_n_comps,crossover,,0.0005100005205280228,0.041087641197969385,0.002287733234145105,0.06180437392784151,pairwise
mutation_reference,mutation_n_comps,crossover,0.00044578617888510615,0.0719129331505885,0.0009976104033466756,0.08787809629913126,triple
use_archive,adaptation_method,lpsr,0.00041276054303140736,0.709645135278423,0.001625896768815975,0.21348677010414893,triple
mutation_n_comps,use_archive,adaptation_method,0.0003985999030891837,0.05808306136883584,0.0013414724839419068,0.0796579835839825,triple
mutation_reference,crossover,adaptation_method,0.00038782162405891934,0.038211792685401466,0.0007505938888855459,0.06590025166331688,triple
mutation_base,crossover,adaptation_method,0.0003563743883165586,0.05419973884770532,0.0005974277124718647,0.06972571492782338,triple
mutation_n_comps,crossover,lpsr,0.0003367589221304056,0.7610536519994956,0.0008629057988998356,0.19512136822634746,triple
crossover,adaptation_method,,0.00031363861034257014,0.008380715229181232,0.0005461855806681398,0.018620965989001585,pairwise
mutation_reference,use_archive,crossover,0.0002966210828368617,0.03691405652176785,0.000607083142149564,0.06644885410746439,triple
mutation_base,use_archive,crossover,0.0002894111164390408,0.050113460789061454,0.0005194395071967412,0.0671565486296478,triple
use_archive,crossover,,0.0002157143461750153,0.005067032257375113,0.00031962438364148855,0.01612962317874361,pairwise
crossover,adaptation_method,lpsr,0.00015180763775024894,0.7066076211514735,0.0003009985453586721,0.21773436306243654,triple
use_archive,crossover,lpsr,0.00013938953143960802,0.7016459182020179,0.00022770523730047775,0.2199663457372968,triple
mutation_n_comps,crossover,adaptation_method,0.0001364294723837076,0.0513972349785438,0.00023371108515652278,0.0689671124599607,triple
mutation_n_comps,use_archive,crossover,0.00012128346884702079,0.04904004587853745,0.0002663048870667498,0.06693175910452841,triple
use_archive,crossover,adaptation_method,7.812615317249234e-05,0.013157761864639966,9.791776451222714e-05,0.02980461854451361,triple
